id,game_id,name,storyline,first_release_date,follow_count,hype_count,critic_rating_value,critic_rating_count,user_rating_value,user_rating_count
13365,3774,1080° Avalanche,NULL,2003-11-28 00:00:00.000,3,NULL,70.0000,1,69.4722,7
192040,26814,18 Wheels of Steel: Across America,NULL,2003-09-23 00:00:00.000,1,NULL,NULL,NULL,70.0000,3
61700,12374,1893: A World's Fair Mystery,NULL,2003-12-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
42818,159403,1942 Wing Baron,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
188771,223001,3D Chess,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
5047,204578,3D Live Pool,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
166098,79139,5 Days a Stranger,"Get in, get the loot, get out... that's how it usually goes for master cat burglar Trilby. But after he breaks into the supposedly vacated country manor erstwhile of the aristocratic DeFoe family, he quickly finds that things are not that simple. Together with a group of strangers, he finds himself imprisoned by some invisible intelligence. A force prepared to do anything to keep them there.",2003-09-22 00:00:00.000,2,NULL,NULL,NULL,79.8891,8
180893,44820,5 Star Racing,NULL,2003-12-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119069,133765,625 Sandwich Stacker,NULL,2003-08-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
8275,73550,Abandoned Well,NULL,2003-07-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
92031,71108,Abashera,NULL,2003-06-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156646,132868,Acquaria,"From a desolate environment comes an exuberant story. ACQUÁRIA shows a distant future in which the ""Blue Planet"" can no longer be called such. The Earth is practically exhausted after constant aggression against nature.
All that is left are ruined cities and a few groups of people surviving in a devastating scenario. After years of exploitation and aggression against nature, water on planet Earth has come to an end.

In this arid environment, Sarah (Sandy) and Kim (Junior) live the saga and adventure of surviving in ACQUÁRIA, a place full of dangers and mysteries. With their friends Gaspar and Guili, they live challenges and emotions in search of the rarest and most precious commodity on Earth: water.",2003-12-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116530,45979,Activision Anthology: Remix Edition,NULL,2003-11-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
172911,98251,Adiboo & Paziral's Secret,NULL,2003-10-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
189332,1692,Advance Wars 2: Black Hole Rising,"While the Allied Nations were still recovering from the war in Cosmo Land, the Black Hole Army had already recovered and has decided to launch a large-scale invasion on Macro Land. Along with the original Black Hole army's commanding officers (COs), four new COs were recruited, under the command of Sturm. Sturm orders each Black Hole CO to invade and capture each of the four continents controlled by the four other armies from the original game: Orange Star was to be taken by Flak, Blue Moon by Lash, Yellow Comet by Adder, and Green Earth by Hawke. Lash also invented several new war weapons like the Black Cannon and the Mini Cannons that were to be put to use in this invasion. The four allied armies must now work together to drive Black Hole out of their world once and for all.

Once the Black Hole troops are driven from the Allied Nations' continents, their COs convene in Black Hole territory, near Black Hole's base of operations. Here they fight Sturm, the mastermind behind the invasion. The final battle takes place in front of the Death Ray, a powerful new weapon guarding the entrance to a missile, which, if not subdued in time, would destroy half of Wars World.

The Death Ray is eventually destroyed by the COs of the Allied Nations, who manage to disarm the missile and corner Sturm. In an act of desperation, Sturm attempts to blow up the base and inflict damage on Wars World by self-destructing the missile. Andy attempts to stop Sturm to no avail. However, in a surprising turn of events, Hawke, second in command to Sturm, betrays his leader by killing him with Black Storm before the self-destruct is triggered. Hawke takes over as leader of Black Hole, and along with Flak, Lash, and Adder, leaves Macro Land with the few troops he has left.",2003-06-24 00:00:00.000,13,NULL,90.5000,2,85.8395,36
179572,47306,AFL Live 2004,NULL,2003-09-20 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
94534,145568,Age of Empires: Pocket PC Edition,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
168926,129851,Age of Mythology: Gold Edition,"AoM: 
Like many other real-time strategy games, Age of Mythology is based on defeating enemy units and towns, building your own units and towns, and training villagers and fighters. In this way, players are able to defeat and conquer rival towns and civilizations. Players advance their tribe through four ""Ages"": starting in the Archaic Age, the player may upgrade to the Classical Age, the Heroic Age, and finally, the Mythic Age. Each upgrade to a higher Age unlocks new units and technologies for the player, which strengthens their settlement. However, upgrading requires a sum of resources to be paid and a certain prerequisite building to be constructed. 
 
There are three playable cultures in Age of Mythology: the Greeks, Egyptians, and Norse. Each culture has three ""major gods""—important deities such as Ra, Zeus, or Odin. The player chooses their major god before the game begins. Every time a player advances to the next age, a ""minor god"" is selected. Minor gods are slightly less significant historically than their major counterparts. Some minor gods include Bast and Aphrodite. All gods grant the player unique technologies, myth units, and a unique ""god power""—A one-time special ability that can either damage an opponent, or benefit the player that uses it. 
 
 
AoM - The Titans: 
The story begins with Kronos, who is still trapped in Tartarus, watching the Atlanteans, who are attempting to survive the harsh winters in the Norselands after Atlantis was destroyed 10 years ago in the events of Age of Mythology. He sends his unnamed servant to the colony, who kills the Theocrat Krios and possesses his body. Krios tells of a temple he saw in a vision. The Atlanteans leave the Norselands by using the foreseen temple called a Sky Passage, and they come to a resourceful island. Upon their arrival, Krios points out the plant-covered Temples to Oranos and Kronos. He convinces everyone including Kastor to worship them. This angers the Greeks, who promptly attack them. The Atlanteans retaliate by destroying the entire Greek colony. The survivors tell of their defeat to General Melagius. The Atlanteans invade Melagius' city called Sikyos, and slay him. Just as the Atlanteans kill Melagius, his Egyptian and Norse allies come to aid the city. Kastor decides they are too powerful and retreats. He decides to attack their homelands while they are heavily defending Greece. In the Norselands, Kastor destroys Norse temples and replaces them with Atlantean temples, to show his superiority. He also destroys the Tower of Odin (Odin's only stronghold on Earth) by using a god power from Kronos. 
 
Some Atlantean forces then sail to Egypt. Queen Amanra is warned by Arkantos that the Atlanteans are coming to steal relics from the Egyptians. Amanra fortifies the protections around the relics, but the Atlanteans still manage to steal them. Arkantos protects Amanra from Atlantean soldiers then tells her that Kastor is being tricked. He tells her to find Kastor and to help him. Meanwhile, Krios congratulates Kastor on his work and shows him a Sky Passage that he has found, which will take him behind Greek lines. Kastor enters it and finds himself on Mount Olympus. Using special temples that change his men into different myth units, Kastor slays the followers of the Olympian Gods, including Odysseus. However, once he does this, the temple to Zeus on the mountain collapses. Back in Greek territories, the Titan Prometheus and his army of Prometheans from Tartarus are destroying Sikyos. Krios arrives and announces that Kastor's actions in Greece, Egypt and the Norselands, combined with his invasion of Olympus, have weakened the Olympian Gods' control over these territories and allowed minor titans to spawn. Krios reveals his true form, a winged demon and servant of Kronos, and flees.",2003-09-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
186381,591,Age of Wonders: Shadow Magic,NULL,2003-07-25 00:00:00.000,2,NULL,89.0000,1,77.1730,20
74461,55974,AH-64 Apache Air Assault,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
58390,23751,Airborne Assault: Highway to Reich,NULL,2003-12-03 00:00:00.000,NULL,NULL,60.0000,1,NULL,NULL
126193,69843,Airport Tycoon 3,NULL,2003-10-30 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
109974,61628,Akatsuki: Shisei Ichigo,NULL,2003-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65897,146191,Aki: Mahjong Solitaire,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
65918,72286,Alex the Allegator 4,NULL,2003-07-03 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
187627,8634,Alien Shooter,The player plays as a marine tasked to clear out an experimental laboratory where teleportation devices have allowed legions of aliens to pour into the world. The player has been given explosives to open up the sealed doors into these top secret areas; they had security measures in place so there will be stationery mini-gun turrets available to take them out. The government has given access to all the most advanced weaponry available in hopes of ridding the problem after receiving too many casualties of the previous military assault. A heavy burden is placed on one man.,2003-09-14 00:00:00.000,12,NULL,NULL,NULL,71.6206,30
32518,93164,Alien Sky,NULL,2003-10-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
35531,5720,Aliens Versus Predator: Extinction,NULL,2003-07-30 00:00:00.000,3,NULL,56.0000,4,67.7100,8
94309,147515,All Star Action,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
173928,43661,All Star Pro Wrestling 3,NULL,2003-08-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
36263,99923,Alpha Ball,NULL,2003-12-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
174985,1989,Alter Echo,"In a world where psychics, known as shapers, can create any object they want with a substance called Plast, the best shaper of all, Paavo, develops a new type of Plast - EchoPlast. The ship of Nevin and his crew is shot down by Paavo and they crashland on his planet. The EchoPlast, having developed a conscience, asks Nevin to stop Paavo from destroying humanity with the EchoPlast's power. The EchoPlast forms a suit for Nevin to help him.",2003-08-19 00:00:00.000,NULL,NULL,62.5000,3,49.1002,4
186682,9360,American Conquest: Fight Back,NULL,2003-08-29 00:00:00.000,1,NULL,NULL,NULL,50.0000,2
141063,6304,American Idol,NULL,2003-11-07 00:00:00.000,NULL,NULL,80.0000,1,NULL,NULL
97674,15820,America's Army 2,NULL,2003-11-06 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
83312,5723,AMF Bowling 2004,NULL,2003-11-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
93305,5725,Amped 2,NULL,2003-10-28 00:00:00.000,1,NULL,80.0000,3,NULL,NULL
182330,72680,Angelique Etoile,"The protagonist is a normal high school girl who was born in the Sacred Bird Cosmos. She and many other girls act as school representatives for a field trip to Holy Land the day after her seventeenth birthday. Like the other girls, she is asked by the Sacred Guardians to walk through a series of doorways. Her path ends at a mystical stone slab which shimmers in her presence. Moments afterwards, a spirit takes the form of her treasured childhood doll to inform her that she is the legendary étoile, or a celestial messenger for the cosmos. Her mission is to help nurture the Sacred Beast Cosmos's growth within a year (365 days).",2003-12-19 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133872,72046,Angels vs. Devils,NULL,2003-10-31 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
133814,208375,Animal Football,NULL,2003-06-27 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
144991,24106,Anito: Defend A Land Enraged,NULL,2003-11-22 00:00:00.000,NULL,NULL,70.0000,1,NULL,NULL
47819,141468,Anstoss 4: Edition 03/04,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
22300,44842,Ao Zora to Nakama Tachi: Yume no Bouken Plus,NULL,2003-12-13 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112548,69151,Aoi Namida,NULL,2003-05-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
175683,22278,Apocalyptica,Control your squad of technologically advanced religious soldiers in the quest to destroy Neo-Satan and his legions.,2003-10-24 00:00:00.000,NULL,NULL,30.0000,1,NULL,NULL
170873,3788,Aquaman: Battle for Atlantis,NULL,2003-07-23 00:00:00.000,1,NULL,NULL,NULL,35.0000,0
194927,1998,AquaNox 2: Revelation,NULL,2003-08-19 00:00:00.000,2,NULL,NULL,NULL,75.0504,8
90331,210366,Arcano: El juego de Galicia,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
122781,49315,Archer Maclean's 3D Pool,NULL,2003-10-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
185376,211,Armed and Dangerous,NULL,2003-12-02 00:00:00.000,9,NULL,82.5000,2,78.0028,14
84223,217764,ASCII and the Argonauts,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
31187,143555,Ashita no Joe: Masshiro ni Moe Tsukiro!,NULL,2003-12-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176880,3789,Asterix & Obelix: Kick Buttix,"The story of the game involves Asterix and Obelix returning to their village in Gaul, after a day of hunting. They come to find that all their fellow village people have been captured. Along with their capture is also the theft of their magic potion, a potion that gives them superhuman strength. Caesar has captured the Gauls and spread them out to the furthest corners of the Roman Empire. Asterix and Obelix must find and free their friends and get the potion before it reaches Caesar.",2003-11-21 00:00:00.000,8,NULL,NULL,NULL,66.0453,16
57680,143217,Asteroids Fighter,NULL,2003-06-30 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
188001,6310,Astro Boy: Omega Factor,NULL,2003-12-18 00:00:00.000,1,NULL,NULL,NULL,70.1642,12
189032,2641,Atari Anthology,NULL,2003-11-11 00:00:00.000,1,NULL,40.0000,2,NULL,NULL
109641,26515,Atelier Violet: The Alchemist of Gramnad 2,NULL,2003-06-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14997,43826,Atlantis: The Lost Continent,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
144574,57848,ATV Mania,NULL,2003-07-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23609,62261,ATV Racers,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
45050,222493,Azumanga The Fighting T-Style,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
47272,222563,Azu-Race Taisen Battle He-Cho,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133772,218628,Babes & Balls Vol. 1: X-Treme Beach Volleyball,NULL,2003-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133784,218629,Babes & Balls Vol. 2: X-Treme Beach Soccer,NULL,2003-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
9027,28411,Backpacker 3,NULL,2003-10-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
67975,49244,Backyard Hockey,NULL,2003-11-09 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
158712,5734,Backyard Wrestling: Don't Try This at Home,NULL,2003-10-08 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
98276,43879,Ballerburg: Castle Chaos,NULL,2003-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
29198,6318,Banjo-Kazooie: Grunty's Revenge,"Two months have passed since Gruntilda fell from her tower, putting the events of the game before those of Banjo-Tooie in the timeline, and she is still trapped beneath the boulder. After trying to push the boulder off of herself, her loyal henchman Klungo decides that a different plan of action is required, so he builds a Gruntilda-shaped robot, the Mecha-Grunty, into which Gruntilda's spirit transfers. While her real body would still be stuck underground, she could now initiate a scheme of revenge against Banjo and Kazooie at will. Kidnapping Kazooie, she goes back in time (supposedly 20 years, although the actual amount of time is unknown) with the plan to prevent the bear and bird duo from ever meeting in order to erase her prior defeat from history and restoring her to her previous self.",2003-09-12 00:00:00.000,5,NULL,65.5000,2,43.0784,17
110443,218954,Bara no Ki ni Bara no Hanasaku Fandisk,NULL,2003-09-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
124985,3310,Barbie Horse Adventures: Blue Ribbon Race,NULL,2003-09-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
112186,125306,Barbie Horse Adventures: Mystery Ride,NULL,2003-09-23 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
119381,3311,Barbie Horse Adventures: Wild Horse Rescue,NULL,2003-11-04 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
46785,43884,Barbie: Gotta Have Games,NULL,2003-12-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
160663,200596,Barbie: Treasures in Time,NULL,2003-06-02 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
68798,175120,Baskelian,NULL,2003-08-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
178614,56973,Basketball Xciting,NULL,2003-05-29 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
116620,3795,Baten Kaitos: Eternal Wings and the Lost Ocean,"The existence of Earth, a planet of continents surrounded by deep oceans, has long become a mere legend. People live now on islands which are floating high in the skies. They also have wings - ""Wings of the Hearts"" - growing on their backs. Kalas is a young man who was born only with one wing - he replaces the second with an artificial wing manufactured by great masters. He is on a quest to find the murderers of his grandfather and his brother. He meets a girl named Xelha, who is out to stop an evil conspiracy that threatens the country, and they join forces against the newly appeared evil.",2003-12-05 00:00:00.000,4,NULL,80.0000,2,87.6756,15
114488,5739,Batman: Rise of Sin Tzu,NULL,2003-10-16 00:00:00.000,1,NULL,67.3333,4,39.5634,7
141589,197871,Batman: Rise of Sin Tzu,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
102858,69699,Batman: Toxic Chill,NULL,2003-10-03 00:00:00.000,2,2,NULL,NULL,NULL,NULL
137631,17427,Battle Mages,NULL,2003-11-27 00:00:00.000,NULL,NULL,NULL,NULL,50.0000,0
58039,49486,Battle x Battle: Kyoudai Uo Densetsu,NULL,2003-10-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
33325,6321,BattleBots: Design & Destroy,NULL,2003-08-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
126904,5744,Battlestar Galactica,NULL,2003-11-19 00:00:00.000,NULL,NULL,33.3333,4,NULL,NULL
69715,81505,beatmania IIDX 9th style,NULL,2003-06-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120110,46623,Beats of Rage,NULL,2003-11-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
175874,203149,Ben 10: Power Splash,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
150052,206281,Best of Poker,NULL,2003-10-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
180437,49164,Beyblade VForce: Ultimate Blader Jam,NULL,2003-12-18 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
5243,1341,Beyond Good & Evil,"Jade and Pey'j are care-taking the children of Hillys orphaned by the DomZ. When Jade runs out of money to run the shield that protects them, she finds a photography job, cataloguing all the species on Hillys for a science museum. She is recruited by the IRIS Network, which suspects that the Alpha Sections are behind planet-wide disappearances. Jade's first target of investigation is an Alpha Sections factory.",2003-11-11 00:00:00.000,154,NULL,90.6000,6,86.4013,285
140561,128445,Bicycle Board Games,NULL,2003-10-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
60585,43878,Big League Slugger Baseball,NULL,2003-08-15 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
23846,7557,Big Rigs: Over the Road Racing,NULL,2003-11-20 00:00:00.000,2,NULL,NULL,NULL,10.8461,19
188434,216262,Bike Banditz,NULL,2003-08-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
19886,67425,Billy Frontier,NULL,2003-07-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
139476,3810,Billy Hatcher and the Giant Egg,NULL,2003-09-23 00:00:00.000,4,NULL,70.0000,1,70.3677,12
71023,3811,Bionicle: The Game,NULL,2003-09-01 00:00:00.000,4,NULL,43.0000,1,63.4919,9
14148,193611,Blade & Sword,NULL,2003-12-22 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14831,102073,Blade & Sword,NULL,2003-12-22 00:00:00.000,1,1,NULL,NULL,NULL,NULL
127010,10242,Blitzkrieg,NULL,2003-06-04 00:00:00.000,4,NULL,71.0000,1,NULL,NULL
76494,178552,Blob Wars: Metal Blob Solid,NULL,2003-12-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
145357,24104,Bloody Roar 4,NULL,2003-11-11 00:00:00.000,7,NULL,86.0000,1,79.4547,10
195745,3825,BlowOut,NULL,2003-10-28 00:00:00.000,NULL,NULL,60.0000,1,30.0000,1
53954,7973,Blue's Clues Kindergarten,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
152197,69970,Blue's Clues: Blue Takes You to School,NULL,2003-08-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
147138,182407,Blupimania 2,NULL,2003-07-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
46519,47009,Bob the Builder: Bob's Castle Adventure,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
27665,49531,Boboboubo Boubobo: Majide!!? Shinken Shoubu,NULL,2003-09-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
149759,6326,Boktai: The Sun Is in Your Hand,"Following in his father's footsteps, you play Django the vampire hunter, who uses the power of the sun to defeat the many evil beings that infest the world. Search out the various levels for the evil inside, and destroy the immortal that rules the area to complete the level.",2003-07-16 00:00:00.000,4,NULL,91.0000,1,71.9427,7
148994,213956,Bomba: The Explosive Hero,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
71743,22280,Bombastic,NULL,2003-09-27 00:00:00.000,NULL,NULL,81.0000,2,NULL,NULL
167929,49528,Bomberman Jetters: Game Collection,NULL,2003-11-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
51690,3834,Bomberman Land 2,NULL,2003-07-17 00:00:00.000,NULL,NULL,NULL,NULL,60.0000,0
8988,93086,Bontãgo,NULL,2003-09-01 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118566,6717,Border Down,NULL,2003-09-25 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
156940,206472,Bowling Mania,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
182748,43425,Boxing Champions,NULL,2003-12-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
17166,10064,Bridge It,NULL,2003-09-25 00:00:00.000,1,NULL,NULL,NULL,NULL,NULL
194971,1151,Broken Sword: The Sleeping Dragon,"Powerful seismic events are shaking the world. Something sinister is emerging. An Ancient Conspiracy, the Secret of the Templars, and a fiendish source of pure Evil are responsible. The death of a back bedroom computer hacker in Paris is just the beginning of another extraordinary adventure for George Stobbart and Nico Collard. Welcome to the world of Broken Sword.",2003-11-14 00:00:00.000,16,NULL,60.0000,2,71.9158,63
174152,5759,Brute Force,"The confederation knows your the best at what you do. That's why you and three others have been been chosen for an elite squadron. Sniper, Assault Trooper, Scout, Alien Warrior. Alone, each of you is deadly. United. You are an unstoppable war machine.

Welcome to the newly commissioned 23rd special forces unit. Code Name: Brute Force.",2003-05-27 00:00:00.000,3,NULL,78.0000,4,68.9545,12
151621,165522,Buccaneer,NULL,2003-08-14 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
30505,71558,Bud Redhead: The Time Chase,"One day Bud and Rachel were walking in a park when suddenly some strange green-furred creature jumped out of a bright flash of light. The creature grabbed Rachel and ran into the light which then disappeared. 
 
Bud is desperate! Only YOU can help him to rescue Rachel! 
 
Take a journey with Bud through space and time in pursuit of Feyatta, a well known green-furred intergalactic abductor. Your quest will lead you to 4 different places in space-time continuum: from the forest more than 8000 years ago, over Ancient Egypt and Medieval Castles, to a Space Ship orbiting Saturn a couple of million years in the future!",2003-12-31 00:00:00.000,2,NULL,NULL,NULL,NULL,NULL
70555,3837,Buffy the Vampire Slayer: Chaos Bleeds,NULL,2003-08-27 00:00:00.000,NULL,NULL,64.5000,3,69.0000,3
49602,6343,Buffy the Vampire Slayer: Wrath of the Darkhul King,NULL,2003-06-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
133320,19413,Bujingai: The Forsaken City,NULL,2003-12-25 00:00:00.000,1,NULL,74.0000,1,NULL,NULL
87462,5762,C.A.T.: Cyber Attack Team,NULL,2003-07-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
73631,23702,Cabela's 4X4 Off-Road Adventure 3,NULL,2003-07-18 00:00:00.000,NULL,NULL,63.5000,2,NULL,NULL
168714,5763,Cabela's Dangerous Hunts,NULL,2003-11-11 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
49248,5764,Cabela's Deer Hunt: 2004 Season,NULL,2003-08-26 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
118254,209774,Cabela's GrandSlam Hunting: 2004 Trophies,NULL,2003-08-28 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
166237,621,Call of Duty,NULL,2003-10-29 00:00:00.000,189,NULL,86.6667,4,82.2125,565
102710,64489,Capcom Arcade Hits Volume 1,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
171604,86343,Capcom vs. SNK 2 EO,NULL,2003-07-04 00:00:00.000,NULL,NULL,NULL,NULL,73.0000,2
133022,49519,Cardcaptor Sakura: Sakura Card de Mini-Game,NULL,2003-12-12 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
51327,43284,Cardinal Arc: Konton no Fuusatsu,NULL,2003-09-07 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
120234,130744,Cartoon Cartoon Summer Resort,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
14249,2810,Cartoon Network Speedway,NULL,2003-11-17 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
176092,35438,Casino Inc,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,50.0000,1
42772,4149,Castle Shikigami 2,NULL,2003-10-24 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
167405,1135,Castlevania: Lament of Innocence,"Lament of Innocence is set in the fictional universe of the Castlevania series. Set in 1094, it focuses on the origins of the series' premise—the conflict between the vampire-hunting Belmont clan and the vampire Dracula. The protagonist and primary player character of Lament of Innocence is Leon Belmont, a former baron and member of the Belmont clan. His close friend, Mathias Cronqvist, tells him that Leon's betrothed, Sara, is being held captive by the vampire Walter Bernhard. During the game, he encounters Rinaldo Gandolfi, an alchemist and resident of the forest outside Walter’s castle.

Arriving on the castle grounds, Leon meets Rinaldo, who gives him a whip crafted by alchemy to assist in killing the monsters and enchants his gauntlet so he is able to use magic relics within the castle. Leon also learns that he must defeat five monsters to gain access to Walter's throne room. Arriving at the castle, Leon proceeds to defeat the five monsters, including Joachim, a vampire kept prisoner in the castle by Walter. Before dying, Joachim mentions the Ebony and Crimson Stones, both of which are created from alchemy, and explains to Leon that the Ebony Stone can produce darkness. From Rinaldo, Leon learns that the Crimson Stone converts the souls of vampires into power for its holder.

After Leon reaches Walter’s quarters, he rescues Sara and attempts to slay him with the whip, to no effect. At Rinaldo's cottage, it is revealed that Sara is slowly becoming a vampire. Rinaldo reveals that Leon must sacrifice Sara to make the whip effective against Walter. Overhearing their conversation, Sara begs him to kill her and use her soul to save others from suffering her fate. Leon reluctantly completes the ritual, creating the Vampire Killer whip.

Devastated by the loss of Sara, Leon returns to the castle to confront Walter and defeats him. Death takes Walter's soul and offers it up to Mathias; Mathias appears and reveals he had orchestrated everything to obtain his soul and convert it into power for himself using the Crimson Stone. Mathias explains that he chose immortality as a vampire so he could curse God for taking away his beloved wife. He offers Leon the same, but a disgusted Leon refuses. Mathias orders Death to kill Leon, but Leon defeats Death, vowing that the Belmont clan will hunt down Mathias and destroy him one day. The game's epilogue reveals that Mathias became Dracula, the series' main antagonist.",2003-10-21 00:00:00.000,9,NULL,78.0000,3,79.2965,35
161057,5768,Celebrity Deathmatch,NULL,2003-10-14 00:00:00.000,3,NULL,59.0000,1,39.7335,9
67569,64399,Centipede & Battlezone,NULL,2003-12-31 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
146638,66743,ChainDive,NULL,2003-10-16 00:00:00.000,NULL,NULL,NULL,NULL,NULL,NULL
161423,628,Championship Manager: Season 03/04,NULL,2003-11-21 00:00:00.000,1,NULL,NULL,NULL,71.0483,13
591,3854,Charinko Hero,NULL,2003-07-17 00:00:00.000,NULL,NULL,NULL,NULL,16.0000,0
